symbol,series,date,Prev Close,open,high,low,Last Price,close,Average Price,volume,Turnover ₹,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
JSWENERGY,EQ,25-Mar-2026,484.0,490.0,503.55,489.05,493.9,494.3,498.07,"34,50,016","1,71,83,49,184.95","48,432","17,60,678",51.03
JSWENERGY,EQ,24-Mar-2026,482.7,491.5,495.5,482.05,485.35,484.0,486.93,"21,25,827","1,03,51,38,239.10","43,023","8,98,741",42.28
JSWENERGY,EQ,23-Mar-2026,507.05,506.8,506.8,480.0,481.7,482.7,490.91,"34,86,905","1,71,17,62,323.80","66,103","15,95,992",45.77
JSWENERGY,EQ,20-Mar-2026,505.9,513.0,523.25,505.1,506.0,507.05,513.42,"43,77,294","2,24,73,69,242.25","74,918","20,41,481",46.64
JSWENERGY,EQ,19-Mar-2026,509.1,505.0,512.9,499.0,505.95,505.9,507.52,"32,61,515","1,65,52,73,077.25","50,697","13,06,260",40.05
JSWENERGY,EQ,18-Mar-2026,505.8,505.0,514.45,504.3,507.05,509.1,509.44,"30,30,560","1,54,38,90,578.55","40,917","13,91,283",45.91
JSWENERGY,EQ,17-Mar-2026,505.15,505.15,512.5,500.95,504.0,505.8,507.34,"17,67,086","89,65,05,259.50","31,517","5,44,698",30.82
JSWENERGY,EQ,16-Mar-2026,512.95,512.95,516.9,496.05,502.9,505.15,503.26,"33,66,984","1,69,44,82,296.75","71,608","12,14,035",36.06
JSWENERGY,EQ,13-Mar-2026,518.3,521.5,530.5,509.0,512.0,512.95,516.94,"49,17,316","2,54,19,36,867.30","1,08,200","15,42,459",31.37
JSWENERGY,EQ,12-Mar-2026,488.0,484.0,528.0,484.0,519.0,518.3,518.61,"1,93,16,979","10,01,80,20,026.30","2,83,926","57,13,938",29.58
JSWENERGY,EQ,11-Mar-2026,488.7,489.0,498.7,486.0,487.65,488.0,492.62,"12,18,087","60,00,49,208.40","29,788","4,16,922",34.23
JSWENERGY,EQ,10-Mar-2026,478.9,480.0,491.05,478.95,490.0,488.7,486.29,"18,02,094","87,63,47,566.80","45,456","7,24,676",40.21
JSWENERGY,EQ,09-Mar-2026,488.2,475.5,480.45,465.5,477.0,478.9,473.7,"24,58,736","1,16,47,12,052.90","65,606","11,45,767",46.60
JSWENERGY,EQ,06-Mar-2026,479.5,476.9,499.5,476.9,489.6,488.2,493.15,"40,21,658","1,98,32,84,191.10","59,350","16,69,459",41.51
JSWENERGY,EQ,05-Mar-2026,468.05,469.9,482.05,469.65,481.9,479.5,475.65,"14,65,343","69,69,97,567.45","35,289","6,93,454",47.32
JSWENERGY,EQ,04-Mar-2026,481.3,473.0,477.2,464.5,466.45,468.05,468.66,"15,07,529","70,65,24,996.80","34,784","7,30,661",48.47
JSWENERGY,EQ,02-Mar-2026,487.75,468.0,486.85,466.05,483.0,481.3,479.7,"25,07,740","1,20,29,54,881.95","43,506","15,14,708",60.40
JSWENERGY,EQ,27-Feb-2026,498.65,498.0,498.1,484.35,485.55,487.75,489.18,"13,08,481","64,00,88,405.60","27,448","6,61,963",50.59
JSWENERGY,EQ,26-Feb-2026,490.05,491.9,506.25,490.7,499.0,498.65,499.67,"34,59,654","1,72,86,68,282.80","50,043","17,02,485",49.21
JSWENERGY,EQ,25-Feb-2026,490.25,490.25,495.8,487.0,490.3,490.05,491.09,"13,77,169","67,63,12,907.85","29,452","5,53,461",40.19
JSWENERGY,EQ,24-Feb-2026,486.4,485.0,493.0,479.75,490.5,490.25,485.19,"13,88,776","67,38,25,348.10","29,252","6,75,751",48.66
JSWENERGY,EQ,23-Feb-2026,493.95,495.0,498.95,484.35,485.85,486.4,490.97,"19,10,698","93,81,00,288.25","37,898","8,88,206",46.49
JSWENERGY,EQ,20-Feb-2026,480.1,478.65,495.0,477.65,494.0,493.95,490.79,"31,44,930","1,54,35,00,455.30","36,509","18,78,146",59.72
JSWENERGY,EQ,19-Feb-2026,486.25,486.25,495.9,477.4,479.7,480.1,486.91,"40,10,107","1,95,25,80,474.10","47,963","17,76,489",44.30
JSWENERGY,EQ,18-Feb-2026,487.35,487.0,490.85,484.0,485.1,486.25,486.49,"13,71,295","66,71,15,536.00","19,313","8,32,449",60.71
JSWENERGY,EQ,17-Feb-2026,489.95,489.75,490.7,484.45,488.1,487.35,487.42,"20,76,399","1,01,20,71,406.65","24,697","12,55,260",60.45
JSWENERGY,EQ,16-Feb-2026,474.7,471.5,492.25,470.0,487.1,489.95,486.6,"22,29,748","1,08,49,93,097.90","41,611","11,35,289",50.92
